EoS,branch2,branch1,m2_source,rhoc2,R2,lambda2,I2,Mb2,m1_source,rhoc1,R1,lambda1,I1,Mb1,Mmax
./macro-h4.csv,0,0,1.18273014662,4.87736107477e+14,20.0,2107.24439956,1.46329761526,1.2732500721,1.57571169763,6.6614915934e+14,20.0,373.30084231,2.11353790897,1.74660415528,2.0312320185289536
./macro-h4.csv,0,0,1.1829408284,4.87797503472e+14,20.0,2105.33529906,1.46365141342,1.27349656945,1.57541461432,6.65972533608e+14,20.0,373.8035775,2.11308507323,1.74623487047,2.0312320185289536
./macro-h4.csv,0,0,1.18315147825,4.87858890164e+14,20.0,2103.42648786,1.46400515796,1.27374302944,1.57511770626,6.65796012064e+14,20.0,374.306016139,2.11263250461,1.7458658035,2.0312320185289536
./macro-h4.csv,0,0,1.1833620962,4.87920267558e+14,20.0,2101.51796579,1.46435884892,1.2739894521,1.57482097326,6.65619594606e+14,20.0,374.808158512,2.11218020284,1.74549695415,2.0312320185289536
./macro-h4.csv,0,0,1.18357268226,4.87981635658e+14,20.0,2099.6097327,1.46471248632,1.27423583745,1.57452441518,6.65443281135e+14,20.0,375.310004904,2.11172816768,1.74512832221,2.0312320185289536
./macro-h4.csv,0,0,1.18378323644,4.8804299447e+14,20.0,2097.70178842,1.46506607021,1.27448218551,1.57422803182,6.65267071551e+14,20.0,375.8115556,2.11127639886,1.74475990748,2.0312320185289536
./macro-h4.csv,0,0,1.18399375877,4.88104343999e+14,20.0,2095.79413278,1.4654196006,1.27472849629,1.57393182304,6.65090965753e+14,20.0,376.312810884,2.11082489614,1.74439170974,2.0312320185289536
./macro-h4.csv,0,0,1.18420424927,4.88165684251e+14,20.0,2093.88676563,1.46577307753,1.27497476984,1.57363578866,6.64914963644e+14,20.0,376.81377104,2.11037365925,1.74402372879,2.0312320185289536
./macro-h4.csv,0,0,1.18441470795,4.8822701523e+14,20.0,2091.9796868,1.46612650102,1.27522100615,1.57333992851,6.64739065121e+14,20.0,377.31443635,2.10992268794,1.74365596441,2.0312320185289536
./macro-h4.csv,0,0,1.18462513482,4.88288336943e+14,20.0,2090.07289613,1.46647987111,1.27546720526,1.57304424243,6.64563270088e+14,20.0,377.814807099,2.10947198195,1.74328841641,2.0312320185289536
./macro-h4.csv,0,0,1.18483552992,4.88349649393e+14,20.0,2088.16639345,1.46683318784,1.27571336718,1.57274873025,6.64387578443e+14,20.0,378.314883569,2.10902154103,1.74292108457,2.0312320185289536
./macro-h4.csv,0,0,1.18504589325,4.88410952587e+14,20.0,2086.26017861,1.46718645122,1.27595949194,1.5724533918,6.64211990088e+14,20.0,378.814666042,2.10857136494,1.74255396869,2.0312320185289536
./macro-h4.csv,0,0,1.18525622483,4.8847224653e+14,20.0,2084.35425144,1.46753966128,1.27620557955,1.57215822692,6.64036504923e+14,20.0,379.314154799,2.1081214534,1.74218706855,2.0312320185289536
./macro-h4.csv,0,0,1.18546652469,4.88533531226e+14,20.0,2082.44861178,1.46789281807,1.27645163004,1.57186323544,6.63861122851e+14,20.0,379.813350123,2.10767180617,1.74182038396,2.0312320185289536
./macro-h4.csv,0,0,1.18567679283,4.88594806681e+14,20.0,2080.54325947,1.4682459216,1.27669764344,1.57156841719,6.63685843772e+14,20.0,380.312252295,2.107222423,1.7414539147,2.0312320185289536
./macro-h4.csv,0,0,1.18588702928,4.88656072901e+14,20.0,2078.63819434,1.46859897191,1.27694361975,1.57127377201,6.63510667587e+14,20.0,380.810861595,2.10677330362,1.74108766057,2.0312320185289536
./macro-h4.csv,0,0,1.18609723406,4.88717329889e+14,20.0,2076.73341624,1.46895196903,1.277189559,1.57097929973,6.63335594198e+14,20.0,381.309178304,2.1063244478,1.74072162137,2.0312320185289536
./macro-h4.csv,0,0,1.18630740718,4.88778577653e+14,20.0,2074.82892501,1.46930491299,1.27743546121,1.57068500019,6.63160623507e+14,20.0,381.807202702,2.10587585528,1.74035579688,2.0312320185289536
./macro-h4.csv,0,0,1.18651754865,4.88839816196e+14,20.0,2072.92472048,1.46965780381,1.2776813264,1.57039087322,6.62985755415e+14,20.0,382.304935068,2.1054275258,1.73999018691,2.0312320185289536
./macro-h4.csv,0,0,1.18672765851,4.88901045524e+14,20.0,2071.02080249,1.47001064154,1.2779271546,1.57009691865,6.62810989824e+14,20.0,382.802375682,2.10497945912,1.73962479124,2.0312320185289536
./macro-h4.csv,0,0,1.18693773676,4.88962265642e+14,20.0,2069.11717088,1.47036342619,1.27817294581,1.56980313633,6.62636326636e+14,20.0,383.299524823,2.10453165497,1.73925960967,2.0312320185289536
./macro-h4.csv,0,0,1.18714778343,4.89023476555e+14,20.0,2067.21382549,1.47071615779,1.27841870008,1.56950952608,6.62461765753e+14,20.0,383.796382769,2.10408411313,1.738894642,2.0312320185289536
./macro-h4.csv,0,0,1.18735779853,4.89084678269e+14,20.0,2065.31076616,1.47106883639,1.2786644174,1.56921608775,6.62287307078e+14,20.0,384.292949799,2.10363683332,1.73852988803,2.0312320185289536
./macro-h4.csv,0,0,1.18756778208,4.89145870788e+14,20.0,2063.40799274,1.471421462,1.27891009782,1.56892282117,6.62112950513e+14,20.0,384.78922619,2.1031898153,1.73816534754,2.0312320185289536
./macro-h4.csv,0,0,1.18777773409,4.89207054118e+14,20.0,2061.50550505,1.47177403465,1.27915574134,1.56862972616,6.61938695961e+14,20.0,385.285212221,2.10274305882,1.73780102034,2.0312320185289536
./macro-h4.csv,0,0,1.18798765459,4.89268228264e+14,20.0,2059.60330294,1.47212655439,1.27940134798,1.56833680258,6.61764543323e+14,20.0,385.780908167,2.10229656364,1.73743690622,2.0312320185289536
./macro-h4.csv,0,0,1.18819754359,4.8932939323e+14,20.0,2057.70138625,1.47247902122,1.27964691778,1.56804405026,6.61590492504e+14,20.0,386.276314305,2.1018503295,1.73707300498,2.0312320185289536
